Thu Jan 18 14:07:22 2024    output.prof

         28111098 function calls (19759108 primitive calls) in 46.503 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      102    0.000    0.000    0.019    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/factors/discrete/DiscreteFactor.py:955(__truediv__)
      102    0.006    0.000    0.019    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/factors/discrete/DiscreteFactor.py:741(divide)
      168    0.000    0.000    0.018    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/factors/discrete/CPD.py:414(to_factor)
       22    0.000    0.000    0.018    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2933(_perform_plotly_update)
        1    0.000    0.000    0.017    0.017 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/path.py:1(<module>)
3594/2344    0.002    0.000    0.017    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4407(_props)
        1    0.000    0.000    0.017    0.017 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/process.py:1(<module>)
        1    0.000    0.000    0.016    0.016 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/_process_posix.py:1(<module>)
       21    0.000    0.000    0.016    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/layout/_shape.py:771(__init__)
        1    0.000    0.000    0.016    0.016 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:647(update_traces)
        1    0.000    0.000    0.016    0.016 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1310(update_traces)
       22    0.000    0.000    0.015    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2610(_perform_plotly_relayout)
        1    0.000    0.000    0.015    0.015 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/stack_data/__init__.py:1(<module>)
      270    0.000    0.000    0.015    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/__init__.py:282(__getattr__)
        1    0.000    0.000    0.015    0.015 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pexpect/__init__.py:1(<module>)
      104    0.000    0.000    0.015    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:944(parse)
  625/485    0.002    0.000    0.015    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4430(_get_child_props)
        1    0.000    0.000    0.015    0.015 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/bindings/basic.py:1(<module>)
       10    0.000    0.000    0.014    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:1054(_validate_coerce_subplot_type)
     4048    0.014    0.000    0.014    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.014    0.014 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/__init__.py:1(<module>)
       10    0.000    0.000    0.014    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:1028(_subplot_type_for_trace_type)
        8    0.014    0.002    0.014    0.002 {method 'tolist' of 'numpy.ndarray' objects}
      834    0.001    0.000    0.014    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:93(_split_and_chomp)
       89    0.002    0.000    0.014    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:974(setup_class)
  262/105    0.001    0.000    0.014    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:436(_parse_sub)
        1    0.000    0.000    0.014    0.014 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/bindings/named_commands.py:1(<module>)
      102    0.000    0.000    0.014    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/factors/discrete/DiscreteFactor.py:1013(__ne__)
  353/116    0.005    0.000    0.014    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:494(_parse)
      102    0.001    0.000    0.014    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/factors/discrete/DiscreteFactor.py:960(__eq__)
        1    0.000    0.000    0.013    0.013 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/stack_data/core.py:1(<module>)
       20    0.000    0.000    0.013    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_histogram.py:2412(__init__)
   104433    0.012    0.000    0.013    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.013    0.013 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/__init__.py:1(<module>)
      626    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
      103    0.000    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2653(_is_key_path_compatible)
      214    0.000    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objects/__init__.py:282(__getattr__)
        1    0.000    0.000    0.012    0.012 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pexpect/pty_spawn.py:1(<module>)
      166    0.000    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2170(allclose)
        1    0.000    0.000    0.012    0.012 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/__init__.py:1(<module>)
     2092    0.001    0.000    0.012    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3823(_product_dispatcher)
     2093    0.010    0.000    0.012    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.012    0.004 <frozen importlib._bootstrap_external>:1174(create_module)
        3    0.012    0.004    0.012    0.004 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.011    0.011 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/cursor_shapes.py:1(<module>)
       12    0.000    0.000    0.011    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic_arguments.py:233(__call__)
       12    0.000    0.000    0.011    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic_arguments.py:171(construct_parser)
     1012    0.002    0.000    0.011    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:116(<lambda>)
 1668/834    0.002    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:382(chomp_empty_strings)
        1    0.000    0.000    0.011    0.011 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/application.py:1(<module>)
  516/394    0.000    0.000    0.011    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5834(__contains__)
      166    0.002    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2249(isclose)
       89    0.004    0.000    0.010    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:276(getmembers)
        1    0.000    0.000    0.010    0.010 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/__init__.py:1(<module>)
        5    0.000    0.000    0.010    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1501(_add_annotation_like)
        1    0.000    0.000    0.010    0.010 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/history.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/shortcuts/__init__.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/auto_suggest.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/containers.py:1(<module>)
     1246    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
      518    0.002    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:1016(__init__)
      104    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_compile.py:622(_code)
        1    0.000    0.000    0.009    0.009 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/document.py:1(<module>)
    36900    0.006    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/arrayprint.py:993(<genexpr>)
        1    0.000    0.000    0.009    0.009 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/debugger.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/typeshed.py:1(<module>)
  323/197    0.000    0.000    0.009    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:401(__getitem__)
     1378    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:169(__enter__)
     4757    0.003    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       10    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:790(add_trace)
       10    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1998(add_trace)
       10    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:869(add_traces)
       10    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2105(add_traces)
       36    0.000    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5725(_set_subplotid_prop)
        1    0.000    0.000    0.008    0.008 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/__init__.py:1(<module>)
    36900    0.006    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/arrayprint.py:994(<genexpr>)
       20    0.000    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/layout/_xaxis.py:3147(__init__)
       21    0.000    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:2626(validate_coerce)
     2226    0.004    0.000    0.008    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:33(seterr)
        1    0.000    0.000    0.008    0.008 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/stub_value.py:1(<module>)
        7    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/models/BayesianNetwork.py:449(to_markov_model)
        6    0.000    0.000    0.008    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5310(_set_array_prop)
      144    0.007    0.000    0.007    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     2287    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
   128057    0.007    0.000    0.007    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.007    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/grammar.py:1(<module>)
      623    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.007    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/compiled/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/page.py:1(<module>)
  619/104    0.004    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_compile.py:87(_compile)
     1249    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:391(cached)
      197    0.001    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:483(Union)
       90    0.001    0.000    0.007    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/modelling_o2/o2satffa.py:6(multiplicative_drop_func)
      166    0.003    0.000    0.007    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:2330(within_tol)
        1    0.000    0.000    0.007    0.007 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/compiled/value.py:1(<module>)
     2071    0.006    0.000    0.006    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/terminal/shortcuts/__init__.py:1(<module>)
       12    0.000    0.000    0.006    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:2530(format_help)
 3328/300    0.003    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:128(deepcopy)
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/sqlite3/__init__.py:1(<module>)
       10    0.000    0.000    0.006    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:21298(select_xaxes)
       10    0.000    0.000    0.006    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1404(_select_layout_subplots_by_prefix)
      626    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/parser.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/modelling_o2/ia.py:33(calc_cpt)
     1012    0.001    0.000    0.006    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:112(<lambda>)
        7    0.000    0.000    0.006    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:2535(validate_coerce)
     1113    0.001    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
3784/1363    0.003    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:291(split_multichar)
    40146    0.006    0.000    0.006    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/prefilter.py:1(<module>)
      398    0.006    0.000    0.006    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/sqlite3/dbapi2.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/display.py:1(<module>)
      126    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:523(Optional)
       37    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2713(_build_dispatch_plan)
       12    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:282(format_help)
    36/12    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:209(format_help)
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/formatters.py:1(<module>)
      194    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:1138(__getitem__)
    36/12    0.000    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:214(<listcomp>)
        6    0.000    0.000    0.005    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/models/JunctionTree.py:100(copy)
       45    0.000    0.000    0.005    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/modelling_o2/ia.py:15(get_IA_proba)
       79    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       90    0.002    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/function_base.py:642(piecewise)
  481/290    0.001    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:227(_deepcopy_dict)
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/styles/__init__.py:1(<module>)
      900    0.001    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2692(max)
      103    0.000    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1840(_set_in)
       17    0.000    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2777(_dispatch_layout_change_callbacks)
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/lexers/__init__.py:346(__getattr__)
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/lexers/__init__.py:42(_load_lexers)
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/__init__.py:1(<module>)
